disease,gene,score
277.0,367.0,0.14
277.0,8190.0,0.12
277.0,2783.0,0.42
277.0,4636.0,0.26
277.0,9154.0,0.48
277.0,8996.0,0.14
277.0,4154.0,0.86
277.0,81.0,0.64
277.0,9151.0,0.16
277.0,528.0,0.16
277.0,3662.0,0.12
277.0,6165.0,0.32
277.0,470.0,0.8
277.0,6073.0,0.2
277.0,4689.0,0.2
277.0,197.0,0.18
277.0,8008.0,0.1
277.0,5555.0,0.9
277.0,2286.0,0.22
277.0,4395.0,0.88
277.0,7317.0,0.48
277.0,220.0,0.2
277.0,936.0,0.48
277.0,1200.0,0.18
277.0,6651.0,0.1
277.0,1875.0,0.14
277.0,4549.0,0.88
277.0,7088.0,0.24
277.0,940.0,0.38
277.0,4189.0,0.1
277.0,1622.0,0.2
277.0,3294.0,0.2
277.0,3595.0,0.14
277.0,7091.0,0.52
277.0,8915.0,0.14
277.0,6830.0,0.28
277.0,4292.0,0.26
277.0,7856.0,0.14
277.0,7640.0,0.16
277.0,9140.0,0.16
277.0,678.0,0.34
277.0,1898.0,0.14
277.0,1518.0,0.8
277.0,7868.0,0.2
277.0,5350.0,0.1
277.0,1676.0,0.24
277.0,5312.0,0.42
277.0,8031.0,0.24
277.0,1150.0,0.12
277.0,3873.0,0.38
277.0,973.0,0.14
277.0,7216.0,0.36
277.0,2912.0,0.12
277.0,531.0,0.18
277.0,7801.0,0.28
277.0,1384.0,0.32
277.0,9146.0,0.28
277.0,3517.0,0.18
277.0,8332.0,0.38
277.0,7842.0,0.26
277.0,3198.0,0.86
277.0,2342.0,0.2
277.0,6689.0,0.32
277.0,7966.0,0.12
277.0,6301.0,0.64
277.0,9052.0,0.28
277.0,8844.0,0.24
277.0,857.0,0.2
277.0,2872.0,0.3
277.0,3743.0,0.14
277.0,7368.0,0.54
277.0,3837.0,0.18
277.0,2018.0,0.14
277.0,1957.0,0.14
277.0,3037.0,0.18
277.0,2242.0,0.22
277.0,1796.0,0.4
277.0,5603.0,0.22
277.0,570.0,0.2
277.0,7858.0,0.24
277.0,3108.0,0.22
277.0,2826.0,0.16
277.0,2574.0,0.32
277.0,4052.0,0.28
277.0,307.0,0.36
277.0,5634.0,0.24
277.0,8330.0,0.22
277.0,8901.0,0.12
277.0,3598.0,0.18
277.0,4980.0,0.66
277.0,5739.0,0.28
277.0,8608.0,0.14
277.0,676.0,0.62
277.0,5125.0,0.16
277.0,3133.0,0.12
277.0,6944.0,0.18
277.0,2680.0,0.18
277.0,8543.0,0.88
277.0,6466.0,0.26
277.0,7796.0,0.3
277.0,943.0,0.2
277.0,8319.0,0.34
277.0,574.0,0.1
277.0,3898.0,0.24
277.0,2917.0,0.28
277.0,5450.0,0.2
277.0,8203.0,0.4
277.0,1038.0,0.16
277.0,3448.0,0.18
277.0,4502.0,0.2
277.0,1523.0,0.3
277.0,4686.0,0.38
277.0,7786.0,0.56
277.0,1631.0,0.12
277.0,3938.0,0.2
277.0,308.0,0.18
277.0,6820.0,0.3
277.0,7137.0,0.16
277.0,5419.0,0.16
277.0,4622.0,0.1
277.0,6622.0,0.14
277.0,6457.0,0.24
277.0,8821.0,0.18
277.0,7299.0,0.2
277.0,8907.0,0.12
277.0,4658.0,0.24
277.0,8064.0,0.36
277.0,507.0,0.22
277.0,7984.0,0.2
277.0,2467.0,0.1
277.0,8763.0,0.28
277.0,2297.0,0.54
277.0,6131.0,0.14
277.0,1706.0,0.34
277.0,978.0,0.14
277.0,1758.0,0.22
277.0,6606.0,0.94
277.0,6978.0,0.36
277.0,4677.0,0.12
277.0,3019.0,0.18
277.0,7384.0,0.14
277.0,7754.0,0.22
277.0,7866.0,0.12
277.0,6178.0,0.46
277.0,8649.0,0.24
277.0,3334.0,0.12
277.0,1618.0,0.24
277.0,8784.0,0.14
277.0,8083.0,0.14
277.0,8913.0,0.14
277.0,5305.0,0.16
277.0,4393.0,0.14
277.0,1182.0,0.14
277.0,3880.0,0.1
277.0,7167.0,0.28
277.0,478.0,0.2
277.0,3007.0,0.22
277.0,6555.0,0.14
277.0,4876.0,0.18
277.0,8971.0,0.12
277.0,4710.0,0.12
277.0,7030.0,0.12
277.0,1473.0,0.14
277.0,7974.0,0.28
277.0,3659.0,0.22
277.0,4706.0,0.12
277.0,1663.0,0.26
277.0,3337.0,0.24
277.0,909.0,0.24
277.0,8443.0,0.88
277.0,2459.0,0.18
277.0,3363.0,0.86
277.0,1165.0,0.34
277.0,5360.0,0.2
277.0,2925.0,0.16
277.0,32.0,0.14
277.0,7175.0,0.48
277.0,6349.0,0.16
277.0,4635.0,0.92
277.0,4527.0,0.18
277.0,3567.0,0.18
277.0,8442.0,0.16
277.0,2228.0,0.36
277.0,5294.0,0.5
277.0,4601.0,0.12
277.0,950.0,0.18
277.0,4857.0,0.18
277.0,5409.0,0.16
277.0,7846.0,0.2
277.0,1767.0,0.3
277.0,6413.0,0.18
277.0,7056.0,0.12
277.0,2453.0,0.28
277.0,6132.0,0.12
277.0,3430.0,0.8
277.0,2275.0,0.12
277.0,2993.0,0.34
277.0,8201.0,0.12
277.0,728.0,0.16
277.0,8302.0,0.1
277.0,2961.0,0.42
277.0,7933.0,0.38
277.0,2419.0,0.24
277.0,9079.0,0.18
277.0,639.0,0.12
277.0,2378.0,0.22
277.0,2619.0,0.34
277.0,2778.0,0.12
277.0,6532.0,0.12
277.0,6785.0,0.12
277.0,4682.0,0.1
277.0,4724.0,0.12
277.0,8566.0,0.22
277.0,8919.0,0.2
277.0,7450.0,0.14
277.0,2016.0,0.3
277.0,8597.0,0.18
277.0,4588.0,0.88
277.0,1675.0,0.12
277.0,7405.0,0.16
277.0,9224.0,0.34
277.0,6238.0,0.12
277.0,3519.0,0.1
277.0,5283.0,0.14
277.0,4083.0,0.58
277.0,2370.0,0.12
277.0,6592.0,0.22
277.0,4417.0,0.22
277.0,2465.0,0.14
277.0,6816.0,0.12
277.0,4286.0,0.52
277.0,7119.0,0.18
277.0,2449.0,0.46
277.0,6900.0,0.12
277.0,7283.0,0.18
277.0,8807.0,0.16
277.0,8492.0,0.34
277.0,5657.0,0.12
277.0,1869.0,0.38
277.0,3967.0,0.3
277.0,709.0,0.28
277.0,4223.0,0.3
277.0,4346.0,0.16
277.0,5560.0,0.14
277.0,8142.0,0.16
277.0,4921.0,0.42
277.0,5925.0,0.44
277.0,6369.0,0.3
277.0,2213.0,0.32
277.0,1069.0,0.12
277.0,3995.0,0.4
277.0,7991.0,0.86
277.0,4314.0,0.36
277.0,3516.0,0.16
277.0,7463.0,0.18
277.0,641.0,0.6
277.0,5753.0,0.12
277.0,1319.0,0.24
277.0,1847.0,0.36
277.0,2821.0,0.12
277.0,1252.0,0.14
277.0,4602.0,0.2
277.0,6575.0,0.16
277.0,3372.0,0.16
277.0,6319.0,0.38
277.0,6511.0,0.28
277.0,7002.0,0.22
277.0,6420.0,0.26
277.0,8659.0,0.32
277.0,3746.0,0.36
277.0,1062.0,0.32
277.0,8721.0,0.16
277.0,414.0,0.24
277.0,5858.0,0.16
277.0,1661.0,0.12
277.0,3832.0,0.2
277.0,9000.0,0.12
277.0,2624.0,0.2
277.0,9100.0,0.22
277.0,4907.0,0.14
277.0,5778.0,0.18
277.0,6402.0,0.24
277.0,1415.0,0.12
277.0,6500.0,0.12
277.0,5942.0,0.36
277.0,662.0,0.94
277.0,5852.0,0.14
277.0,2481.0,0.3
277.0,2859.0,0.28
277.0,8362.0,0.18
277.0,7568.0,0.1
277.0,5684.0,0.18
277.0,9020.0,0.2
277.0,6950.0,0.24
277.0,9102.0,0.18
277.0,6150.0,0.46
277.0,8268.0,0.14
277.0,8099.0,0.12
277.0,732.0,0.92
277.0,2181.0,0.3
277.0,769.0,0.12
277.0,8016.0,0.34
277.0,5100.0,0.3
277.0,9163.0,0.18
277.0,4.0,0.46
277.0,716.0,0.2
277.0,7187.0,0.18
277.0,8034.0,0.12
277.0,6886.0,0.16
277.0,5497.0,0.3
277.0,5589.0,0.14
277.0,2543.0,0.34
277.0,4319.0,0.16
277.0,8155.0,0.54
277.0,9094.0,0.86
277.0,5562.0,0.14
277.0,2881.0,0.12
277.0,3083.0,0.78
277.0,6316.0,0.14
277.0,1064.0,0.38
277.0,7658.0,0.22
277.0,1204.0,0.3
277.0,4964.0,0.48
277.0,3526.0,0.24
277.0,9152.0,0.1
277.0,3500.0,0.12
277.0,4404.0,0.22
277.0,2165.0,0.8
277.0,4821.0,0.3
277.0,4331.0,0.12
277.0,6180.0,0.14
277.0,3678.0,0.14
277.0,849.0,0.18
277.0,5971.0,0.16
277.0,387.0,0.12
277.0,3984.0,0.12
277.0,9108.0,0.12
277.0,2989.0,0.3
277.0,4840.0,0.22
277.0,2505.0,0.2
277.0,1385.0,0.42
277.0,4132.0,0.14
277.0,1223.0,0.14
277.0,5861.0,0.36
277.0,7123.0,0.16
277.0,5787.0,0.26
277.0,8790.0,0.22
277.0,6363.0,0.12
277.0,2448.0,0.1
277.0,5882.0,0.16
277.0,1557.0,0.16
277.0,5799.0,0.16
277.0,452.0,0.1
277.0,1386.0,0.12
277.0,2052.0,0.14
277.0,4521.0,0.52
277.0,990.0,0.12
277.0,7918.0,0.12
277.0,2840.0,0.24
277.0,6262.0,0.32
277.0,4599.0,0.12
277.0,5227.0,0.32
277.0,4495.0,0.18
277.0,6036.0,0.38
277.0,9135.0,0.1
277.0,2468.0,0.34
277.0,362.0,0.14
277.0,2744.0,0.38
277.0,5267.0,0.22
277.0,2089.0,0.12
277.0,4068.0,0.56
277.0,2578.0,0.12
277.0,623.0,0.12
277.0,1412.0,0.24
277.0,7417.0,0.3
277.0,4218.0,0.36
277.0,5135.0,0.42
277.0,2129.0,0.24
277.0,5321.0,0.28
277.0,6631.0,0.12
277.0,7720.0,0.14
277.0,6704.0,0.56
277.0,8043.0,0.18
277.0,8168.0,0.16
277.0,1842.0,0.12
277.0,446.0,0.42
277.0,1819.0,0.42
277.0,828.0,0.46
277.0,4383.0,0.22
277.0,7729.0,0.26
277.0,7282.0,0.14
277.0,2201.0,0.36
277.0,8929.0,0.12
277.0,7263.0,0.38
277.0,5958.0,0.1
277.0,2903.0,0.3
277.0,5769.0,0.12
277.0,2067.0,0.14
277.0,2902.0,0.14
277.0,524.0,0.2
277.0,6345.0,0.9
277.0,3857.0,0.36
277.0,7596.0,0.12
277.0,2920.0,0.22
277.0,3886.0,0.14
277.0,7543.0,0.12
277.0,7237.0,0.44
277.0,8411.0,0.26
277.0,4197.0,0.36
277.0,7253.0,0.24
277.0,7409.0,0.26
277.0,346.0,0.14
277.0,6172.0,0.16
277.0,2849.0,0.18
277.0,7485.0,0.52
277.0,5006.0,0.2
277.0,8457.0,0.14
277.0,5336.0,0.1
277.0,4685.0,0.38
277.0,5092.0,0.2
277.0,62.0,0.16
277.0,7347.0,0.6
277.0,6833.0,0.4
277.0,657.0,0.28
277.0,5388.0,0.18
277.0,7014.0,0.16
277.0,8973.0,0.32
277.0,7734.0,0.14
277.0,5444.0,0.34
277.0,3822.0,0.12
277.0,1553.0,0.28
277.0,3914.0,0.26
277.0,7055.0,0.58
277.0,2299.0,0.36
277.0,976.0,0.16
277.0,3656.0,0.22
277.0,6537.0,0.26
277.0,4108.0,0.1
277.0,8112.0,0.28
277.0,457.0,0.96
277.0,3763.0,0.2
277.0,1322.0,0.18
277.0,1727.0,0.24
277.0,7956.0,0.14
277.0,4968.0,0.14
277.0,6364.0,0.7
277.0,737.0,0.32
277.0,7881.0,0.4
277.0,7896.0,0.18
277.0,8723.0,0.1
277.0,7704.0,0.16
277.0,4578.0,0.12
277.0,5242.0,0.16
277.0,4940.0,0.32
277.0,4939.0,0.14
277.0,6953.0,0.18
277.0,5532.0,0.16
277.0,1001.0,0.16
277.0,664.0,0.18
277.0,4778.0,0.24
277.0,5110.0,0.14
277.0,9050.0,0.88
277.0,6893.0,0.14
277.0,107.0,0.12
277.0,8146.0,0.1
277.0,3787.0,0.26
277.0,8476.0,0.18
277.0,364.0,0.38
277.0,7208.0,0.18
277.0,827.0,0.18
277.0,6146.0,0.22
277.0,4246.0,0.86
277.0,3510.0,0.36
277.0,8870.0,0.12
277.0,4573.0,0.14
277.0,1091.0,0.3
277.0,1295.0,0.46
277.0,7082.0,0.12
277.0,4291.0,0.2
277.0,1562.0,0.18
277.0,3.0,0.1
277.0,6574.0,0.14
277.0,3675.0,0.96
277.0,6455.0,0.4
277.0,9097.0,0.58
277.0,5013.0,0.14
277.0,4029.0,0.12
277.0,105.0,0.18
277.0,7782.0,0.8
277.0,8563.0,0.42
277.0,2676.0,0.1
277.0,314.0,0.1
277.0,5878.0,0.1
277.0,2455.0,0.14
277.0,6451.0,0.36
277.0,140.0,0.24
277.0,8048.0,0.2
277.0,7977.0,0.18
277.0,9041.0,0.16
277.0,7519.0,0.18
277.0,4771.0,0.18
277.0,2618.0,0.24
277.0,2698.0,0.24
277.0,5667.0,0.36
277.0,3038.0,0.16
277.0,1929.0,0.46
277.0,7775.0,0.92
277.0,9232.0,0.3
277.0,3140.0,0.1
277.0,1124.0,0.22
277.0,6024.0,0.1
277.0,4423.0,0.16
277.0,1849.0,0.1
277.0,2843.0,0.22
277.0,183.0,0.32
277.0,6699.0,0.48
277.0,8962.0,0.26
277.0,2729.0,0.12
277.0,2787.0,0.16
277.0,6951.0,0.14
277.0,5573.0,0.1
277.0,1094.0,0.12
277.0,1723.0,0.22
277.0,3533.0,0.3
277.0,9214.0,0.16
277.0,5837.0,0.22
277.0,5403.0,0.36
277.0,4123.0,0.22
277.0,5938.0,0.24
277.0,1873.0,0.24
277.0,2589.0,0.14
277.0,1977.0,0.14
277.0,1332.0,0.48
277.0,8263.0,0.14
277.0,8243.0,0.14
277.0,1680.0,0.24
277.0,3177.0,0.34
277.0,4398.0,0.12
277.0,1565.0,0.22
277.0,5496.0,0.44
277.0,6656.0,0.2
277.0,6715.0,0.24
277.0,8865.0,0.5
277.0,3697.0,0.22
277.0,6130.0,0.34
277.0,3601.0,0.28
277.0,1248.0,0.18
277.0,4627.0,0.18
277.0,5240.0,0.12
277.0,1651.0,0.22
277.0,8698.0,0.26
277.0,178.0,0.18
277.0,4169.0,0.16
277.0,7117.0,0.12
277.0,7880.0,0.38
277.0,2896.0,0.22
277.0,4985.0,0.56
277.0,2791.0,0.18
277.0,8318.0,0.5
277.0,7679.0,0.14
277.0,6160.0,0.32
277.0,1790.0,0.32
277.0,3120.0,0.16
277.0,968.0,0.3
277.0,4634.0,0.22
277.0,8040.0,0.5
277.0,8914.0,0.86
277.0,6222.0,0.16
277.0,8638.0,0.24
277.0,1940.0,0.32
277.0,249.0,0.22
277.0,8887.0,0.12
277.0,3570.0,0.16
277.0,8249.0,0.72
277.0,2897.0,0.16
277.0,8602.0,0.18
277.0,8183.0,0.12
277.0,7379.0,0.26
277.0,39.0,0.3
277.0,6390.0,0.18
277.0,2424.0,0.22
277.0,3626.0,0.12
277.0,7808.0,0.18
277.0,9200.0,0.12
277.0,7396.0,0.2
277.0,6098.0,0.36
277.0,3648.0,0.2
277.0,9184.0,0.18
277.0,5896.0,0.12
277.0,730.0,0.16
277.0,6721.0,0.18
277.0,7690.0,0.22
277.0,5604.0,0.16
277.0,3571.0,0.12
277.0,8624.0,0.2
277.0,8627.0,0.18
277.0,9077.0,0.36
277.0,902.0,0.16
277.0,1979.0,0.32
277.0,8852.0,0.18
277.0,7779.0,0.18
277.0,1527.0,0.52
277.0,3690.0,0.16
277.0,3494.0,0.16
277.0,7874.0,0.14
277.0,5619.0,0.3
277.0,3988.0,0.26
277.0,1431.0,0.14
277.0,1563.0,0.2
277.0,3142.0,0.14
277.0,7427.0,0.26
277.0,1383.0,0.26
277.0,4934.0,0.12
277.0,7619.0,0.16
277.0,6052.0,0.92
277.0,6253.0,0.3
277.0,2226.0,0.26
277.0,6121.0,0.2
277.0,4389.0,0.36
277.0,5621.0,0.3
277.0,8837.0,0.1
277.0,7841.0,0.22
277.0,2975.0,0.3
277.0,1047.0,0.1
277.0,9221.0,0.12
277.0,5018.0,0.1
277.0,2432.0,0.16
277.0,5514.0,0.24
277.0,430.0,0.18
277.0,9173.0,0.16
277.0,5111.0,0.16
277.0,209.0,0.26
277.0,2310.0,0.18
277.0,8368.0,0.1
277.0,7291.0,0.1
277.0,3361.0,0.14
277.0,3036.0,0.22
277.0,3625.0,0.14
277.0,7882.0,0.24
277.0,2880.0,0.18
277.0,1573.0,0.28
277.0,4612.0,0.12
277.0,1528.0,0.58
277.0,6423.0,0.3
277.0,908.0,0.14
277.0,876.0,0.14
277.0,5702.0,0.14
277.0,527.0,0.18
277.0,6617.0,0.24
277.0,5076.0,0.64
277.0,379.0,0.14
277.0,5014.0,0.26
277.0,6888.0,0.14
277.0,8503.0,0.14
277.0,3899.0,0.14
277.0,5048.0,0.14
277.0,2700.0,0.34
277.0,8700.0,0.48
277.0,4213.0,0.34
277.0,5476.0,0.18
277.0,3491.0,0.24
277.0,1089.0,0.5
277.0,8089.0,0.14
277.0,958.0,0.78
277.0,2347.0,0.34
277.0,8633.0,0.6
277.0,8967.0,0.6
277.0,2998.0,0.12
277.0,1677.0,0.24
277.0,6632.0,0.14
277.0,425.0,0.1
277.0,3764.0,0.12
277.0,1696.0,0.18
277.0,5651.0,0.12
277.0,7712.0,0.26
277.0,2924.0,0.14
277.0,7098.0,0.1
277.0,2825.0,0.32
277.0,6937.0,0.14
277.0,8222.0,0.14
277.0,6290.0,0.14
277.0,5735.0,0.18
277.0,8630.0,0.12
277.0,4690.0,0.12
277.0,9156.0,0.58
277.0,3750.0,0.14
277.0,2864.0,0.2
277.0,6187.0,0.14
277.0,8421.0,0.14
277.0,681.0,0.44
277.0,5661.0,0.2
277.0,3541.0,0.42
277.0,2862.0,0.88
277.0,7755.0,0.32
277.0,406.0,0.18
277.0,2421.0,0.36
277.0,9211.0,0.36
277.0,5612.0,0.1
277.0,6089.0,0.44
277.0,8893.0,0.18
277.0,6686.0,0.12
277.0,1225.0,0.34
277.0,6029.0,0.12
277.0,1885.0,0.36
277.0,7566.0,0.18
277.0,1942.0,0.26
277.0,3079.0,0.26
277.0,4019.0,0.16
277.0,4774.0,0.24
277.0,8498.0,0.16
277.0,1962.0,0.28
277.0,9051.0,0.32
277.0,8141.0,0.84
277.0,601.0,0.12
277.0,578.0,0.42
277.0,6806.0,0.54
277.0,6771.0,0.14
277.0,7818.0,0.2
277.0,4897.0,0.14
277.0,2626.0,0.16
277.0,4071.0,0.2
277.0,1784.0,0.6
277.0,7156.0,0.28
277.0,1972.0,0.2
277.0,1558.0,0.16
277.0,8331.0,0.18
277.0,3310.0,0.28
277.0,6463.0,0.14
277.0,8026.0,0.18
277.0,2204.0,0.3
277.0,8235.0,0.14
277.0,6832.0,0.12
277.0,5993.0,0.28
277.0,7664.0,0.2
277.0,6473.0,0.28
277.0,5256.0,0.2
277.0,2126.0,0.28
277.0,1548.0,0.14
277.0,3580.0,0.26
277.0,6996.0,0.58
277.0,8565.0,0.12
277.0,3114.0,0.34
277.0,4365.0,0.2
277.0,6151.0,0.14
277.0,3118.0,0.12
277.0,5856.0,0.26
277.0,6062.0,0.22
277.0,2535.0,0.22
277.0,1201.0,0.48
277.0,6788.0,0.28
277.0,2433.0,0.24
277.0,7861.0,0.18
277.0,7017.0,0.12
277.0,9138.0,0.12
277.0,4969.0,0.56
277.0,5615.0,0.2
277.0,2970.0,0.16
277.0,7936.0,0.2
277.0,1947.0,0.22
277.0,2895.0,0.18
277.0,5954.0,0.22
277.0,1050.0,0.18
277.0,739.0,0.24
277.0,1253.0,0.22
277.0,9034.0,0.56
277.0,674.0,0.1
277.0,622.0,0.14
277.0,3627.0,0.18
277.0,6356.0,0.1
277.0,7784.0,0.18
277.0,1746.0,0.24
277.0,1212.0,0.4
277.0,4669.0,0.24
277.0,4709.0,0.14
277.0,8587.0,0.16
277.0,2096.0,0.2
277.0,8322.0,0.86
277.0,8828.0,0.18
277.0,6166.0,0.22
277.0,5534.0,0.12
277.0,5571.0,0.36
277.0,391.0,0.24
277.0,1300.0,0.12
277.0,3982.0,0.2
277.0,2371.0,0.5
277.0,726.0,0.44
277.0,6082.0,0.18
277.0,4703.0,0.16
277.0,2947.0,0.54
277.0,986.0,0.16
277.0,677.0,0.8
277.0,59.0,0.16
277.0,5136.0,0.22
277.0,4643.0,0.28
277.0,3874.0,0.14
277.0,7765.0,0.74
277.0,4391.0,0.12
277.0,9120.0,0.16
277.0,343.0,0.14
277.0,6173.0,0.12
277.0,7334.0,0.28
277.0,2157.0,0.12
277.0,9166.0,0.18
277.0,6902.0,0.14
277.0,8021.0,0.26
277.0,1683.0,0.14
277.0,2867.0,0.1
277.0,5015.0,0.42
277.0,8661.0,0.12
277.0,2969.0,0.8
277.0,996.0,0.22
277.0,582.0,0.26
277.0,7790.0,0.26
277.0,889.0,0.18
277.0,3413.0,0.3
277.0,7322.0,0.18
277.0,3830.0,0.44
277.0,7512.0,0.18
277.0,3687.0,0.84
277.0,7923.0,0.1
277.0,3377.0,0.14
277.0,7348.0,0.18
277.0,6346.0,0.34
277.0,5149.0,0.3
277.0,2649.0,0.12
277.0,2003.0,0.18
277.0,8339.0,0.22
277.0,2556.0,0.1
277.0,5632.0,0.16
277.0,4470.0,0.14
277.0,6456.0,0.22
277.0,5894.0,0.34
277.0,4813.0,0.28
277.0,2068.0,0.1
277.0,4421.0,0.3
277.0,8819.0,0.14
277.0,6479.0,0.18
277.0,6779.0,0.34
277.0,6586.0,0.46
277.0,6453.0,0.12
277.0,4437.0,0.18
277.0,795.0,0.24
277.0,256.0,0.18
277.0,5525.0,0.16
277.0,3781.0,0.28
277.0,5827.0,0.16
277.0,5072.0,0.12
277.0,6848.0,0.28
277.0,1197.0,0.2
277.0,1481.0,0.2
277.0,2125.0,0.58
277.0,8524.0,0.12
277.0,4870.0,0.26
277.0,389.0,0.14
277.0,2717.0,0.16
277.0,8469.0,0.34
277.0,1500.0,0.1
277.0,5698.0,0.12
277.0,3704.0,0.16
277.0,8684.0,0.1
277.0,133.0,0.14
277.0,6299.0,0.14
277.0,5031.0,0.14
277.0,5752.0,0.16
277.0,2469.0,0.26
277.0,8374.0,0.36
277.0,2102.0,0.12
277.0,2343.0,0.28
277.0,1126.0,0.14
277.0,1257.0,0.14
277.0,6023.0,0.2
277.0,7585.0,0.3
277.0,2382.0,0.22
277.0,645.0,0.16
277.0,8271.0,0.36
277.0,3024.0,0.42
277.0,3362.0,0.12
277.0,6278.0,0.14
277.0,8682.0,0.14
277.0,1994.0,0.24
277.0,837.0,0.1
277.0,2450.0,0.12
277.0,2282.0,0.22
277.0,7213.0,0.12
277.0,2792.0,0.16
277.0,6216.0,0.86
277.0,5367.0,0.12
277.0,5976.0,0.1
277.0,5551.0,0.18
277.0,8205.0,0.12
277.0,5533.0,0.42
277.0,1082.0,0.34
277.0,2545.0,0.22
277.0,5194.0,0.2
277.0,3228.0,0.66
277.0,3605.0,0.18
277.0,7897.0,0.14
277.0,79.0,0.34
277.0,4424.0,0.56
277.0,9015.0,0.18
277.0,3245.0,0.22
277.0,8311.0,0.28
277.0,4550.0,0.36
277.0,5677.0,0.18
277.0,4333.0,0.18
277.0,9202.0,0.2
277.0,1146.0,0.16
277.0,3472.0,0.16
277.0,217.0,0.16
277.0,5000.0,0.38
277.0,7698.0,0.24
277.0,8427.0,0.18
277.0,6839.0,0.22
277.0,1577.0,0.14
277.0,2855.0,0.26
277.0,1980.0,0.22
277.0,2884.0,0.3
277.0,3504.0,0.26
277.0,2150.0,0.28
277.0,4185.0,0.82
277.0,3926.0,0.12
277.0,747.0,0.86
277.0,3356.0,0.3
277.0,3954.0,0.74
277.0,3946.0,0.14
277.0,8361.0,0.1
277.0,7159.0,0.24
277.0,738.0,0.1
277.0,7048.0,0.8
277.0,1377.0,0.2
277.0,3252.0,0.12
277.0,6147.0,0.26
277.0,4462.0,0.14
277.0,4450.0,0.1
277.0,3482.0,0.28
277.0,1987.0,0.22
277.0,3004.0,0.1
277.0,4984.0,0.2
277.0,7190.0,0.26
277.0,2303.0,0.16
277.0,2944.0,0.14
277.0,7618.0,0.28
277.0,4584.0,0.18
277.0,5034.0,0.12
277.0,7626.0,0.24
277.0,7102.0,0.16
277.0,3027.0,0.12
277.0,4525.0,0.1
277.0,6446.0,0.22
277.0,7581.0,0.2
277.0,5156.0,0.18
277.0,4429.0,0.14
277.0,8715.0,0.1
277.0,4363.0,0.26
277.0,4088.0,0.12
277.0,4283.0,0.18
277.0,9053.0,0.26
277.0,941.0,0.12
277.0,4741.0,0.12
277.0,8987.0,0.2
277.0,7324.0,0.24
277.0,8348.0,0.16
277.0,6828.0,0.18
277.0,812.0,0.12
277.0,5053.0,0.2
277.0,7600.0,0.16
277.0,1753.0,0.18
277.0,6913.0,0.22
277.0,6387.0,0.6
277.0,5274.0,0.3
277.0,2809.0,0.16
277.0,4539.0,0.34
277.0,7031.0,0.32
277.0,1451.0,0.22
277.0,272.0,0.16
277.0,4812.0,0.14
277.0,6736.0,0.12
277.0,7935.0,0.14
277.0,2835.0,0.58
277.0,554.0,0.3
277.0,3089.0,0.28
277.0,2887.0,0.32
277.0,2488.0,0.2
277.0,7122.0,0.24
277.0,7711.0,0.8
277.0,6229.0,0.3
277.0,1607.0,0.34
277.0,8789.0,0.14
277.0,333.0,0.24
277.0,1325.0,0.8
277.0,5902.0,0.34
277.0,4455.0,0.78
277.0,1285.0,0.18
277.0,4376.0,0.1
277.0,2393.0,0.12
277.0,8846.0,0.28
277.0,4831.0,0.24
277.0,3288.0,0.22
277.0,523.0,0.12
277.0,3162.0,0.6
277.0,7517.0,0.1
277.0,7843.0,0.2
277.0,369.0,0.22
277.0,3895.0,0.18
277.0,4377.0,0.16
277.0,2264.0,0.14
277.0,3809.0,0.14
277.0,4891.0,0.28
277.0,6523.0,0.24
277.0,7165.0,0.24
277.0,1572.0,0.4
277.0,5302.0,0.24
277.0,3542.0,0.18
277.0,5529.0,0.28
277.0,7229.0,0.14
277.0,176.0,0.28
277.0,1703.0,0.18
277.0,4138.0,0.14
277.0,2037.0,0.38
277.0,128.0,0.12
277.0,4378.0,0.1
277.0,8922.0,0.44
277.0,7070.0,0.2
277.0,6945.0,0.36
277.0,3831.0,0.12
277.0,4623.0,0.14
277.0,8132.0,0.16
277.0,9072.0,0.2
277.0,8704.0,0.12
277.0,5668.0,0.66
277.0,5248.0,0.96
277.0,9059.0,0.1
277.0,5957.0,0.12
277.0,1833.0,0.16
277.0,6509.0,0.14
277.0,7811.0,0.12
277.0,1388.0,0.14
277.0,7057.0,0.34
277.0,5239.0,0.1
277.0,894.0,0.2
277.0,261.0,0.34
277.0,4516.0,0.2
277.0,3378.0,0.38
277.0,8576.0,0.12
277.0,2514.0,0.12
277.0,542.0,0.38
277.0,2530.0,0.38
277.0,7890.0,0.14
277.0,659.0,0.8
277.0,3040.0,0.26
277.0,1083.0,0.12
277.0,3464.0,0.22
277.0,5009.0,0.28
277.0,2417.0,0.26
277.0,2074.0,0.6
277.0,1108.0,0.36
277.0,1689.0,0.32
277.0,957.0,0.28
277.0,7901.0,0.26
277.0,7987.0,0.26
277.0,2255.0,0.84
277.0,3992.0,0.16
277.0,2476.0,0.34
277.0,4026.0,0.2
277.0,1936.0,0.2
277.0,686.0,0.26
277.0,6842.0,0.14
277.0,5509.0,0.12
277.0,41.0,0.36
277.0,4436.0,0.2
277.0,8309.0,0.44
277.0,5879.0,0.22
277.0,5697.0,0.12
277.0,4461.0,0.1
277.0,5688.0,0.18
277.0,5683.0,0.4
186.0,7315.0,0.24
186.0,5398.0,0.12
186.0,1896.0,0.2
186.0,4944.0,0.22
186.0,7166.0,0.14
186.0,3718.0,0.42
186.0,8424.0,0.2
186.0,1566.0,0.18
186.0,2461.0,0.18
