disease,gene,score
227.0,7173.0,0.14
227.0,5423.0,0.12
227.0,5842.0,0.24
227.0,7073.0,0.14
227.0,6440.0,0.1
227.0,1816.0,0.14
227.0,8299.0,0.16
227.0,8298.0,0.2
227.0,406.0,0.12
227.0,3034.0,0.12
227.0,5642.0,0.1
227.0,6089.0,0.3
227.0,4990.0,0.1
227.0,3392.0,0.44
227.0,5809.0,0.14
227.0,4127.0,0.1
227.0,734.0,0.14
227.0,8759.0,0.22
227.0,157.0,0.32
227.0,3487.0,0.12
227.0,1705.0,0.1
227.0,8498.0,0.16
227.0,4496.0,0.2
227.0,3452.0,0.12
227.0,6765.0,0.16
227.0,3774.0,0.14
227.0,7473.0,0.14
227.0,4897.0,0.28
227.0,2626.0,0.12
227.0,8822.0,0.1
227.0,6882.0,0.1
227.0,6384.0,0.16
227.0,6215.0,0.14
227.0,2769.0,0.18
227.0,6696.0,0.22
227.0,6747.0,0.18
227.0,8026.0,0.32
227.0,5422.0,0.1
227.0,3243.0,0.14
227.0,2204.0,0.4
227.0,8117.0,0.12
227.0,4926.0,0.14
227.0,520.0,0.14
227.0,6688.0,0.28
227.0,9045.0,0.1
227.0,1715.0,0.1
227.0,4818.0,0.12
227.0,2218.0,0.14
227.0,8049.0,0.16
227.0,7647.0,0.2
227.0,2577.0,0.14
227.0,4139.0,0.26
227.0,8241.0,0.24
227.0,7492.0,0.34
227.0,8672.0,0.3
227.0,8795.0,0.18
227.0,4577.0,0.12
227.0,9196.0,0.14
227.0,2535.0,0.12
227.0,6313.0,0.2
227.0,5757.0,0.12
227.0,9009.0,0.76
227.0,1353.0,0.38
227.0,7656.0,0.2
227.0,9119.0,0.16
227.0,9206.0,0.36
227.0,232.0,0.16
227.0,2119.0,0.1
227.0,6956.0,0.12
227.0,3183.0,0.16
227.0,2762.0,0.22
227.0,4709.0,0.1
227.0,8587.0,0.1
227.0,4445.0,0.2
227.0,8322.0,0.1
227.0,8828.0,0.12
227.0,5571.0,0.34
227.0,4646.0,0.12
227.0,6498.0,0.18
227.0,5696.0,0.14
227.0,4643.0,0.48
227.0,7765.0,0.3
227.0,556.0,0.1
227.0,1112.0,0.32
227.0,7513.0,0.1
227.0,608.0,0.5
227.0,7334.0,0.32
227.0,2157.0,0.1
227.0,2195.0,0.12
227.0,8018.0,0.16
227.0,3830.0,0.24
227.0,5583.0,0.36
227.0,1771.0,0.12
227.0,2663.0,0.16
227.0,6456.0,0.26
227.0,8572.0,0.1
227.0,4541.0,0.12
227.0,8667.0,0.6
227.0,1759.0,0.18
227.0,5186.0,0.1
227.0,5704.0,0.18
227.0,8420.0,0.12
227.0,2239.0,0.48
227.0,8716.0,0.18
227.0,8510.0,0.12
227.0,1808.0,0.16
227.0,9106.0,0.12
227.0,3367.0,0.16
227.0,863.0,0.1
227.0,4437.0,0.22
227.0,5734.0,0.16
227.0,795.0,0.24
227.0,4073.0,0.14
227.0,5827.0,0.2
227.0,300.0,0.16
227.0,8065.0,0.18
227.0,292.0,0.1
227.0,5655.0,0.14
227.0,5853.0,0.14
227.0,2267.0,0.1
227.0,8684.0,0.26
227.0,3212.0,0.12
227.0,4508.0,0.12
227.0,1257.0,0.12
227.0,7867.0,0.1
227.0,779.0,0.14
227.0,3969.0,0.14
227.0,645.0,0.12
227.0,2652.0,0.16
227.0,375.0,0.24
227.0,4886.0,0.2
227.0,2900.0,0.16
227.0,3362.0,0.16
227.0,6372.0,0.1
227.0,837.0,0.12
227.0,7789.0,0.18
227.0,2607.0,0.16
227.0,1141.0,0.32
227.0,1256.0,0.14
227.0,6499.0,0.14
227.0,5783.0,0.16
227.0,5342.0,0.38
227.0,5976.0,0.2
227.0,2532.0,0.14
227.0,285.0,0.1
227.0,8341.0,0.2
227.0,7526.0,0.1
227.0,5194.0,0.12
227.0,6108.0,0.28
227.0,7111.0,0.1
227.0,4174.0,0.14
227.0,3550.0,0.32
227.0,3566.0,0.14
227.0,3135.0,0.14
227.0,2395.0,0.14
227.0,9202.0,0.24
227.0,9088.0,0.16
227.0,5536.0,0.34
227.0,2402.0,0.1
227.0,9205.0,0.2
227.0,5950.0,0.16
227.0,7698.0,0.12
227.0,4513.0,0.12
227.0,335.0,0.44
227.0,2884.0,0.1
227.0,5818.0,0.16
227.0,5961.0,0.1
227.0,8896.0,0.14
227.0,493.0,0.12
227.0,3926.0,0.1
227.0,3954.0,0.14
227.0,2630.0,0.1
227.0,2708.0,0.18
227.0,3789.0,0.12
227.0,7159.0,0.1
227.0,5093.0,0.18
227.0,4860.0,0.2
227.0,5729.0,0.18
227.0,7832.0,0.16
227.0,6763.0,0.2
227.0,4219.0,0.16
227.0,791.0,0.26
227.0,5907.0,0.12
227.0,394.0,0.12
227.0,8333.0,0.1
227.0,138.0,0.12
227.0,8635.0,0.12
227.0,6923.0,0.22
227.0,6446.0,0.42
227.0,5982.0,0.22
227.0,809.0,0.22
227.0,382.0,0.14
227.0,4231.0,0.1
227.0,7324.0,0.12
227.0,4552.0,0.14
227.0,812.0,0.18
227.0,3061.0,0.3
227.0,4918.0,0.1
227.0,6470.0,0.14
227.0,6323.0,0.18
227.0,8087.0,0.12
227.0,3303.0,0.26
227.0,6308.0,0.14
227.0,2486.0,0.16
227.0,6736.0,0.18
227.0,6266.0,0.14
227.0,554.0,0.14
227.0,281.0,0.22
227.0,1151.0,0.24
227.0,4168.0,0.2
227.0,6368.0,0.46
227.0,1607.0,0.12
227.0,6528.0,0.42
227.0,2161.0,0.18
227.0,7.0,0.14
227.0,1325.0,0.16
227.0,4376.0,0.66
227.0,5192.0,0.2
227.0,1312.0,0.12
227.0,523.0,0.26
227.0,3162.0,0.32
227.0,7386.0,0.18
227.0,1100.0,0.14
227.0,5693.0,0.1
227.0,8639.0,0.14
227.0,6016.0,0.18
227.0,7059.0,0.22
227.0,2037.0,0.28
227.0,5030.0,0.16
227.0,1654.0,0.36
227.0,5112.0,0.26
227.0,643.0,0.16
227.0,9059.0,0.18
227.0,5574.0,0.12
227.0,3890.0,0.28
227.0,4722.0,0.16
227.0,1388.0,0.12
227.0,5981.0,0.12
227.0,894.0,0.12
227.0,482.0,0.16
227.0,9006.0,0.12
227.0,2514.0,0.1
227.0,2246.0,0.1
227.0,3409.0,0.12
227.0,2530.0,0.2
227.0,7430.0,0.12
227.0,2225.0,0.1
227.0,8799.0,0.1
227.0,8130.0,0.16
227.0,5009.0,0.1
227.0,1547.0,0.14
227.0,957.0,0.34
227.0,8999.0,0.1
227.0,4867.0,0.26
227.0,3093.0,0.18
227.0,6419.0,0.14
227.0,686.0,0.62
227.0,6842.0,0.12
227.0,6663.0,0.1
227.0,1917.0,0.1
227.0,6102.0,0.12
148.0,7207.0,0.12
148.0,1235.0,0.12
148.0,4944.0,0.6
148.0,3371.0,0.1
148.0,4018.0,0.16
148.0,8553.0,0.1
148.0,1566.0,0.24
148.0,5459.0,0.4
148.0,3559.0,0.22
148.0,536.0,0.14
148.0,7010.0,0.24
148.0,6472.0,0.12
148.0,8335.0,0.18
148.0,3029.0,0.4
148.0,1185.0,0.3
148.0,7555.0,0.18
148.0,2803.0,0.18
148.0,2428.0,0.14
148.0,1109.0,0.2
148.0,3838.0,0.1
148.0,8247.0,0.58
148.0,1488.0,0.7
148.0,4863.0,0.36
148.0,6485.0,0.16
148.0,5120.0,0.12
148.0,5252.0,0.14
148.0,9084.0,0.12
148.0,8226.0,0.22
148.0,2008.0,0.38
148.0,4099.0,0.12
148.0,2660.0,0.22
148.0,5416.0,0.48
148.0,3647.0,0.12
148.0,2398.0,0.44
148.0,4425.0,0.16
148.0,8389.0,0.12
148.0,3009.0,0.4
148.0,6211.0,0.32
148.0,1230.0,0.12
148.0,5965.0,0.26
148.0,4596.0,0.12
148.0,1614.0,0.32
148.0,9157.0,0.22
148.0,9151.0,0.12
148.0,1476.0,0.22
148.0,573.0,0.16
148.0,2631.0,0.18
148.0,8181.0,0.32
148.0,6611.0,0.24
148.0,497.0,0.34
148.0,3595.0,0.28
148.0,8777.0,0.22
148.0,7221.0,0.12
148.0,1518.0,0.16
148.0,6642.0,0.2
148.0,8882.0,0.24
148.0,7887.0,0.12
148.0,8031.0,0.12
148.0,1439.0,0.26
148.0,6633.0,0.28
148.0,6057.0,0.12
148.0,2873.0,0.14
148.0,6301.0,0.38
148.0,9192.0,0.3
148.0,8901.0,0.36
148.0,676.0,0.46
148.0,8641.0,0.14
148.0,3998.0,0.18
148.0,378.0,0.18
148.0,7967.0,0.12
148.0,7796.0,0.34
148.0,1113.0,0.12
148.0,5116.0,0.26
148.0,5232.0,0.12
148.0,2865.0,0.2
148.0,5152.0,0.16
148.0,2467.0,0.2
148.0,494.0,0.14
148.0,1706.0,0.24
148.0,2779.0,0.12
148.0,2336.0,0.3
148.0,6780.0,0.28
148.0,7866.0,0.18
148.0,6178.0,0.38
148.0,3334.0,0.12
148.0,5298.0,0.34
148.0,2066.0,0.14
148.0,3880.0,0.28
148.0,2166.0,0.1
148.0,2755.0,0.18
148.0,8430.0,0.34
148.0,5370.0,0.12
148.0,2614.0,0.2
148.0,7175.0,0.16
148.0,2228.0,0.2
148.0,4568.0,0.1
148.0,2248.0,0.14
148.0,4594.0,0.2
148.0,6287.0,0.12
148.0,799.0,0.2
148.0,9116.0,0.36
148.0,370.0,0.36
148.0,8011.0,0.2
148.0,6516.0,0.12
148.0,1675.0,0.4
148.0,9224.0,0.3
148.0,8863.0,0.14
148.0,4083.0,0.12
148.0,4417.0,0.1
148.0,7820.0,0.14
148.0,5849.0,0.32
148.0,4286.0,0.14
148.0,2155.0,0.12
148.0,3062.0,0.14
148.0,3111.0,0.16
148.0,4481.0,0.14
148.0,8928.0,0.1
148.0,1870.0,0.1
148.0,8685.0,0.42
148.0,641.0,0.1
148.0,6242.0,0.28
148.0,6319.0,0.26
148.0,2946.0,0.14
148.0,4492.0,0.34
148.0,414.0,0.64
148.0,2627.0,0.14
148.0,4559.0,0.16
148.0,5718.0,0.2
148.0,6150.0,0.2
148.0,8099.0,0.16
148.0,5691.0,0.4
148.0,6915.0,0.22
148.0,2181.0,0.18
148.0,769.0,0.26
148.0,6896.0,0.24
148.0,253.0,0.42
148.0,4.0,0.3
148.0,4786.0,0.12
148.0,5263.0,0.12
148.0,5700.0,0.3
148.0,8279.0,0.2
148.0,3355.0,0.16
148.0,3434.0,0.28
148.0,4964.0,0.28
148.0,8262.0,0.36
148.0,1707.0,0.2
148.0,3678.0,0.1
148.0,849.0,0.28
148.0,826.0,0.12
148.0,3984.0,0.12
148.0,6847.0,0.46
148.0,3755.0,0.16
148.0,877.0,0.32
148.0,3278.0,0.12
148.0,365.0,0.12
148.0,8128.0,0.16
148.0,8841.0,0.18
148.0,8555.0,0.34
148.0,5209.0,0.14
148.0,2883.0,0.16
148.0,5540.0,0.38
148.0,1183.0,0.18
148.0,1266.0,0.12
148.0,6443.0,0.18
148.0,6461.0,0.16
148.0,5267.0,0.22
148.0,5530.0,0.14
148.0,623.0,0.16
148.0,6563.0,0.14
148.0,4335.0,0.12
148.0,1633.0,0.16
148.0,8043.0,0.24
148.0,8856.0,0.2
148.0,3440.0,0.2
148.0,6445.0,0.14
148.0,4383.0,0.44
148.0,6268.0,0.26
148.0,7263.0,0.38
148.0,8939.0,0.22
148.0,6004.0,0.18
148.0,6291.0,0.1
148.0,2902.0,0.12
148.0,5490.0,0.26
148.0,8411.0,0.18
148.0,3514.0,0.12
148.0,6112.0,0.16
148.0,7253.0,0.16
148.0,3682.0,0.42
148.0,3251.0,0.12
148.0,657.0,0.18
148.0,7302.0,0.2
148.0,7587.0,0.22
148.0,737.0,0.14
148.0,8516.0,0.24
148.0,1670.0,0.2
148.0,786.0,0.14
148.0,664.0,0.1
148.0,827.0,0.12
148.0,1095.0,0.14
148.0,8392.0,0.18
148.0,7082.0,0.18
148.0,4031.0,0.16
148.0,6574.0,0.1
148.0,4023.0,0.22
148.0,6738.0,0.38
148.0,5179.0,0.18
148.0,1995.0,0.28
148.0,9232.0,0.14
148.0,297.0,0.12
148.0,650.0,0.28
148.0,1608.0,0.16
148.0,9037.0,0.14
148.0,5060.0,0.28
148.0,5977.0,0.18
148.0,1632.0,0.16
148.0,2827.0,0.28
148.0,8694.0,0.38
148.0,1873.0,0.26
148.0,6474.0,0.28
148.0,1332.0,0.18
148.0,9012.0,0.22
148.0,6476.0,0.34
148.0,1248.0,0.1
148.0,5392.0,0.18
148.0,5875.0,0.34
148.0,1186.0,0.22
148.0,4440.0,0.44
148.0,8523.0,0.12
148.0,1932.0,0.2
148.0,8698.0,0.14
148.0,7880.0,0.12
148.0,968.0,0.24
148.0,6222.0,0.14
148.0,895.0,0.16
148.0,4431.0,0.12
148.0,8549.0,0.16
148.0,5489.0,0.12
148.0,6069.0,0.16
148.0,1615.0,0.12
148.0,9200.0,0.38
148.0,3139.0,0.1
148.0,67.0,0.14
148.0,2625.0,0.16
148.0,5023.0,0.1
148.0,1585.0,0.2
148.0,1431.0,0.24
148.0,2807.0,0.12
148.0,4934.0,0.2
148.0,7619.0,0.14
148.0,6014.0,0.1
148.0,2226.0,0.28
148.0,7424.0,0.14
148.0,5864.0,0.1
148.0,4084.0,0.12
148.0,4864.0,0.12
148.0,2127.0,0.1
148.0,209.0,0.1
148.0,3625.0,0.12
148.0,476.0,0.12
148.0,6423.0,0.14
148.0,8136.0,0.1
148.0,908.0,0.1
148.0,6081.0,0.16
148.0,3653.0,0.22
148.0,5523.0,0.26
148.0,7440.0,0.1
148.0,5776.0,0.2
148.0,3491.0,0.22
148.0,7947.0,0.12
148.0,3159.0,0.12
148.0,1677.0,0.12
148.0,425.0,0.14
148.0,712.0,0.1
148.0,8202.0,0.16
148.0,6764.0,0.14
148.0,8253.0,0.14
148.0,2825.0,0.26
148.0,3192.0,0.22
148.0,8686.0,0.18
148.0,5266.0,0.22
148.0,2027.0,0.1
148.0,5345.0,0.14
148.0,4690.0,0.18
148.0,48.0,0.1
148.0,3686.0,0.16
148.0,681.0,0.16
148.0,2798.0,0.12
148.0,5661.0,0.18
148.0,8433.0,0.12
148.0,6440.0,0.3
148.0,271.0,0.18
148.0,406.0,0.3
148.0,5611.0,0.14
148.0,4990.0,0.1
148.0,6059.0,0.18
148.0,7566.0,0.28
148.0,813.0,0.18
148.0,3774.0,0.14
148.0,2360.0,0.14
148.0,8242.0,0.16
148.0,8026.0,0.16
148.0,1625.0,0.5
148.0,8117.0,0.2
148.0,6688.0,0.24
148.0,384.0,0.16
148.0,4345.0,0.16
148.0,2591.0,0.12
148.0,4705.0,0.1
148.0,4818.0,0.12
148.0,8565.0,0.14
148.0,4924.0,0.28
148.0,1136.0,0.14
148.0,1376.0,0.18
148.0,8795.0,0.14
148.0,4577.0,0.2
148.0,2963.0,0.18
148.0,4714.0,0.38
148.0,7306.0,0.16
148.0,7017.0,0.18
148.0,4945.0,0.16
148.0,7777.0,0.16
148.0,4167.0,0.14
148.0,2895.0,0.1
148.0,6990.0,0.12
148.0,7784.0,0.46
148.0,4709.0,0.22
148.0,5571.0,0.16
148.0,3649.0,0.12
148.0,1300.0,0.14
148.0,6082.0,0.16
148.0,6706.0,0.28
148.0,59.0,0.2
148.0,4675.0,0.28
148.0,6173.0,0.42
148.0,7335.0,0.16
148.0,7334.0,0.14
148.0,4769.0,0.24
148.0,3279.0,0.16
148.0,5167.0,0.2
148.0,8018.0,0.22
148.0,420.0,0.2
148.0,193.0,0.24
148.0,3830.0,0.32
148.0,8572.0,0.18
148.0,6416.0,0.16
148.0,4581.0,0.22
148.0,8603.0,0.2
148.0,3039.0,0.1
148.0,8510.0,0.12
148.0,5505.0,0.14
148.0,6453.0,0.12
148.0,2023.0,0.1
148.0,9111.0,0.14
148.0,3374.0,0.16
148.0,4437.0,0.26
148.0,795.0,0.2
148.0,5525.0,0.14
148.0,5313.0,0.2
148.0,404.0,0.1
148.0,5730.0,0.12
148.0,300.0,0.24
148.0,7812.0,0.16
148.0,2717.0,0.32
148.0,5752.0,0.16
148.0,2469.0,0.16
148.0,3969.0,0.16
148.0,645.0,0.14
148.0,869.0,0.3
148.0,3916.0,0.52
148.0,883.0,0.12
148.0,1256.0,0.48
148.0,5342.0,0.48
148.0,6432.0,0.28
148.0,5127.0,0.1
148.0,4833.0,0.26
148.0,7361.0,0.12
148.0,3605.0,0.12
148.0,5885.0,0.16
148.0,6108.0,0.18
148.0,1191.0,0.16
148.0,3090.0,0.16
148.0,2500.0,0.3
148.0,8311.0,0.1
148.0,7071.0,0.22
148.0,2302.0,0.14
148.0,3135.0,0.16
148.0,7962.0,0.24
148.0,1672.0,0.14
148.0,2659.0,0.12
148.0,8367.0,0.1
148.0,1980.0,0.16
148.0,7295.0,0.12
148.0,3599.0,0.12
148.0,6750.0,0.22
148.0,630.0,0.16
148.0,2708.0,0.36
148.0,3252.0,0.16
148.0,1406.0,0.14
148.0,1725.0,0.36
148.0,4984.0,0.24
148.0,8655.0,0.3
148.0,885.0,0.1
148.0,3027.0,0.12
148.0,6446.0,0.18
148.0,7053.0,0.34
148.0,1460.0,0.54
148.0,1949.0,0.46
148.0,6297.0,0.12
148.0,8987.0,0.1
148.0,6210.0,0.28
148.0,2328.0,0.12
148.0,6913.0,0.26
148.0,1959.0,0.12
148.0,213.0,0.12
148.0,5274.0,0.22
148.0,6323.0,0.22
148.0,6010.0,0.18
148.0,7968.0,0.14
148.0,360.0,0.2
148.0,6489.0,0.1
148.0,5216.0,0.26
148.0,8015.0,0.12
148.0,5272.0,0.1
148.0,8846.0,0.2
148.0,6462.0,0.14
148.0,523.0,0.18
148.0,3162.0,0.48
148.0,7386.0,0.16
148.0,3895.0,0.32
148.0,6596.0,0.38
148.0,7130.0,0.18
148.0,9047.0,0.1
148.0,5529.0,0.14
148.0,176.0,0.22
148.0,4020.0,0.48
148.0,2037.0,0.42
148.0,7458.0,0.22
148.0,5807.0,0.14
148.0,3636.0,0.22
148.0,1851.0,0.14
148.0,4038.0,0.16
148.0,8990.0,0.1
148.0,1969.0,0.2
148.0,3054.0,0.46
148.0,155.0,0.18
148.0,7141.0,0.16
148.0,4516.0,0.16
148.0,8871.0,0.18
148.0,7890.0,0.1
148.0,2974.0,0.24
148.0,421.0,0.24
148.0,5009.0,0.24
148.0,4387.0,0.1
148.0,6054.0,0.18
148.0,9190.0,0.18
148.0,7901.0,0.2
148.0,6842.0,0.28
148.0,2082.0,0.12
148.0,7713.0,0.16
148.0,1115.0,0.36
148.0,7762.0,0.32
57.0,7207.0,0.1
57.0,835.0,0.2
57.0,4944.0,0.52
57.0,69.0,0.26
57.0,8260.0,0.18
57.0,1566.0,0.22
57.0,7329.0,0.1
57.0,6205.0,0.12
57.0,4261.0,0.14
57.0,6966.0,0.2
57.0,5869.0,0.1
57.0,2261.0,0.12
57.0,1803.0,0.3
57.0,7697.0,0.16
57.0,5418.0,0.14
57.0,3029.0,0.2
57.0,1909.0,0.12
57.0,508.0,0.42
57.0,489.0,0.18
57.0,4879.0,0.36
57.0,2322.0,0.14
57.0,4553.0,0.22
57.0,8382.0,0.24
57.0,2611.0,0.12
57.0,7700.0,0.1
57.0,1016.0,0.1
57.0,2808.0,0.14
57.0,6273.0,0.12
57.0,1109.0,0.18
57.0,713.0,0.14
57.0,3470.0,0.22
57.0,5362.0,0.12
57.0,8247.0,0.4
57.0,7192.0,0.14
57.0,1337.0,0.28
57.0,2071.0,0.1
57.0,2313.0,0.34
57.0,5090.0,0.12
57.0,6614.0,0.66
57.0,5120.0,0.34
57.0,5252.0,0.1
57.0,2008.0,0.44
57.0,5580.0,0.24
57.0,5416.0,0.38
57.0,3647.0,0.12
57.0,2398.0,0.38
57.0,5363.0,0.16
57.0,4295.0,0.1
57.0,922.0,0.12
57.0,7279.0,0.14
57.0,2571.0,0.3
57.0,4494.0,0.18
57.0,3400.0,0.18
57.0,8637.0,0.1
57.0,3009.0,0.4
57.0,6211.0,0.26
57.0,2405.0,0.16
57.0,1967.0,0.16
57.0,4596.0,0.28
57.0,1614.0,0.2
57.0,2973.0,0.12
57.0,2788.0,0.24
57.0,8143.0,0.14
57.0,2713.0,0.28
57.0,8190.0,0.26
57.0,4636.0,0.22
57.0,9151.0,0.12
57.0,197.0,0.16
57.0,4064.0,0.2
57.0,125.0,0.14
57.0,561.0,0.18
57.0,4395.0,0.12
57.0,4587.0,0.2
57.0,1200.0,0.1
57.0,497.0,0.24
57.0,6739.0,0.16
57.0,3595.0,0.16
57.0,380.0,0.16
57.0,773.0,0.12
57.0,678.0,0.26
57.0,4206.0,0.26
57.0,5350.0,0.24
57.0,2198.0,0.22
57.0,5312.0,0.12
57.0,8031.0,0.24
57.0,2342.0,0.2
57.0,1074.0,0.32
57.0,6301.0,0.34
57.0,4519.0,0.3
57.0,857.0,0.22
57.0,3743.0,0.12
57.0,3486.0,0.22
57.0,570.0,0.18
57.0,5855.0,0.14
57.0,7858.0,0.22
57.0,4534.0,0.24
57.0,153.0,0.18
57.0,710.0,0.12
57.0,2100.0,0.16
57.0,1540.0,0.1
57.0,676.0,0.42
57.0,3133.0,0.22
57.0,8543.0,0.12
57.0,7967.0,0.2
57.0,7796.0,0.2
57.0,2205.0,0.32
57.0,1639.0,0.2
57.0,943.0,0.12
57.0,8873.0,0.14
57.0,4803.0,0.28
57.0,634.0,0.12
57.0,1523.0,0.18
57.0,1921.0,0.22
57.0,4348.0,0.32
57.0,3128.0,0.22
57.0,1534.0,0.22
57.0,6492.0,0.36
57.0,1926.0,0.48
57.0,8763.0,0.18
57.0,5888.0,0.22
57.0,6131.0,0.28
57.0,1706.0,0.12
57.0,6978.0,0.18
57.0,2336.0,0.24
57.0,3064.0,0.12
57.0,3019.0,0.3
57.0,7754.0,0.26
57.0,7866.0,0.32
57.0,6178.0,0.46
57.0,8649.0,0.1
57.0,9203.0,0.12
57.0,3334.0,0.34
57.0,5298.0,0.46
57.0,3880.0,0.14
57.0,2773.0,0.12
57.0,8736.0,0.14
57.0,8430.0,0.2
57.0,8593.0,0.6
57.0,4156.0,0.12
57.0,2459.0,0.3
57.0,5360.0,0.14
57.0,7175.0,0.18
57.0,4635.0,0.16
57.0,2228.0,0.32
57.0,7846.0,0.2
57.0,1776.0,0.18
57.0,9201.0,0.2
57.0,1428.0,0.26
57.0,6413.0,0.16
57.0,3727.0,0.22
57.0,4536.0,0.14
57.0,4116.0,0.14
57.0,799.0,0.22
57.0,4484.0,0.14
57.0,693.0,0.3
57.0,2869.0,0.28
57.0,9224.0,0.24
57.0,6592.0,0.2
57.0,4286.0,0.24
57.0,904.0,0.1
57.0,7283.0,0.1
57.0,8082.0,0.1
57.0,8492.0,0.22
57.0,7290.0,0.14
57.0,8142.0,0.22
57.0,8685.0,0.16
57.0,3516.0,0.1
57.0,2821.0,0.16
57.0,4181.0,0.1
57.0,6727.0,0.14
57.0,6319.0,0.3
57.0,1609.0,0.16
57.0,7685.0,0.18
57.0,8173.0,0.16
57.0,9181.0,0.18
57.0,3856.0,0.16
57.0,8933.0,0.18
57.0,1838.0,0.6
57.0,414.0,0.52
57.0,2627.0,0.2
57.0,5858.0,0.12
57.0,1532.0,0.1
57.0,662.0,0.2
57.0,2481.0,0.14
57.0,3588.0,0.14
57.0,388.0,0.18
57.0,3987.0,0.14
57.0,5684.0,0.16
57.0,6200.0,0.14
57.0,6150.0,0.48
57.0,2181.0,0.3
57.0,769.0,0.2
57.0,8640.0,0.1
57.0,716.0,0.12
57.0,2300.0,0.18
57.0,2543.0,0.22
57.0,5562.0,0.14
57.0,5575.0,0.16
57.0,5447.0,0.12
57.0,4964.0,0.38
57.0,3500.0,0.24
57.0,8509.0,0.14
57.0,3678.0,0.14
57.0,849.0,0.18
57.0,3984.0,0.12
57.0,5983.0,0.22
57.0,6847.0,0.14
57.0,877.0,0.32
57.0,8497.0,0.16
57.0,4178.0,0.12
57.0,7112.0,0.2
57.0,830.0,0.14
57.0,2448.0,0.16
57.0,5799.0,0.2
57.0,990.0,0.12
57.0,7918.0,0.26
57.0,4501.0,0.14
57.0,9074.0,0.16
57.0,6465.0,0.5
57.0,5267.0,0.22
57.0,4859.0,0.16
57.0,2089.0,0.1
57.0,4068.0,0.26
57.0,9066.0,0.16
57.0,7367.0,0.16
57.0,7398.0,0.14
57.0,623.0,0.2
57.0,5278.0,0.2
57.0,175.0,0.16
57.0,5613.0,0.14
57.0,5067.0,0.1
57.0,4335.0,0.16
57.0,8483.0,0.12
57.0,5663.0,0.2
57.0,1633.0,0.12
57.0,8043.0,0.4
57.0,1819.0,0.14
57.0,4383.0,0.36
57.0,2201.0,0.18
57.0,7263.0,0.44
57.0,5471.0,0.16
57.0,1512.0,0.14
57.0,6004.0,0.26
57.0,5958.0,0.12
57.0,269.0,0.2
57.0,2902.0,0.36
57.0,5490.0,0.22
57.0,3467.0,0.12
57.0,6112.0,0.16
57.0,7253.0,0.18
57.0,8326.0,0.74
57.0,5006.0,0.12
57.0,8211.0,0.1
57.0,7659.0,0.12
57.0,7197.0,0.22
57.0,1510.0,0.12
57.0,657.0,0.24
57.0,5484.0,0.14
57.0,8161.0,0.18
57.0,5162.0,0.16
57.0,4578.0,0.22
57.0,786.0,0.58
57.0,8200.0,0.14
57.0,1095.0,0.16
57.0,4222.0,0.18
57.0,7423.0,0.16
57.0,4303.0,0.1
57.0,1042.0,0.1
57.0,4375.0,0.22
57.0,3884.0,0.16
57.0,105.0,0.12
57.0,7103.0,0.2
57.0,140.0,0.14
57.0,9041.0,0.3
57.0,7794.0,0.12
57.0,9232.0,0.14
57.0,3590.0,0.12
57.0,313.0,0.12
57.0,8812.0,0.32
57.0,8798.0,0.2
57.0,8487.0,0.16
57.0,5037.0,0.3
57.0,4802.0,0.14
57.0,3177.0,0.2
57.0,6476.0,0.22
57.0,3616.0,0.18
57.0,4627.0,0.46
57.0,8687.0,0.34
57.0,8698.0,0.16
57.0,7099.0,0.2
57.0,586.0,0.12
57.0,8845.0,0.1
57.0,6546.0,0.16
57.0,968.0,0.26
57.0,249.0,0.12
57.0,6055.0,0.4
57.0,8602.0,0.24
57.0,8747.0,0.18
57.0,7379.0,0.3
57.0,4411.0,0.18
57.0,8951.0,0.1
57.0,2262.0,0.22
57.0,3571.0,0.6
57.0,7392.0,0.1
57.0,5824.0,0.1
57.0,8785.0,0.24
57.0,3988.0,0.1
57.0,4438.0,0.2
57.0,6710.0,0.18
57.0,4934.0,0.22
57.0,5820.0,0.22
57.0,2226.0,0.36
57.0,5621.0,0.26
57.0,5924.0,0.12
57.0,5059.0,0.26
57.0,5876.0,0.12
57.0,3625.0,0.14
57.0,1782.0,0.1
57.0,7321.0,0.16
57.0,4490.0,0.14
57.0,476.0,0.18
57.0,4612.0,0.36
57.0,6423.0,0.16
57.0,6717.0,0.26
57.0,4285.0,0.24
57.0,8503.0,0.12
57.0,5744.0,0.2
57.0,3491.0,0.16
57.0,7206.0,0.16
57.0,6943.0,0.26
57.0,1677.0,0.1
57.0,6047.0,0.24
57.0,4925.0,0.18
57.0,425.0,0.16
57.0,1708.0,0.12
57.0,3764.0,0.28
57.0,7256.0,0.16
57.0,7712.0,0.14
57.0,7942.0,0.12
57.0,5345.0,0.24
57.0,2864.0,0.18
57.0,681.0,0.24
57.0,5423.0,0.1
57.0,6440.0,0.16
57.0,614.0,0.2
57.0,406.0,0.26
57.0,5642.0,0.1
57.0,1935.0,0.22
57.0,6089.0,0.24
57.0,3921.0,0.28
57.0,7566.0,0.3
57.0,157.0,0.14
57.0,4621.0,0.16
57.0,3468.0,0.2
57.0,4071.0,0.16
57.0,8822.0,0.28
57.0,1972.0,0.16
57.0,8026.0,0.32
57.0,2204.0,0.24
57.0,8139.0,0.1
57.0,5993.0,0.12
57.0,6688.0,0.32
57.0,1899.0,0.12
57.0,5256.0,0.48
